SCT/SCT111+1.p, Unsat
LAT/LAT369+4.p, Unsat
SET/SET714+4.p, Unsat
LAT/LAT324+1.p, Unsat
HWV/HWV133+1.p, Unsat
CSR/CSR115+61.p, Unsat
SWC/SWC076+1.p, Unsat
RNG/RNG109+4.p, Unsat
KRS/KRS286+1.p, Unsat
SEU/SEU198+2.p, Unsat
GEO/GEO476+1.p, Unsat
LAT/LAT354+3.p, Unsat
LAT/LAT286+4.p, Unsat
SEU/SEU294+1.p, Unsat
SYN/SYN054+1.p, Unsat
SWC/SWC160+1.p, Unsat
CSR/CSR114+19.p, Unsat
SET/SET791+4.p, Unsat
NUM/NUM429+3.p, Unsat
ALG/ALG092+1.p, Unsat
SEU/SEU431+2.p, Unsat
GEO/GEO527+1.p, Unsat
SWV/SWV407+1.p, Unsat
NUM/NUM676+4.p, Unsat
SEU/SEU451+1.p, Unsat
HWV/HWV041+2.p, Unsat
ALG/ALG224+4.p, Unsat
GEO/GEO205+2.p, Unsat
CSR/CSR162+1.p, Unsat
GEO/GEO184+1.p, Unsat
SWV/SWV217+1.p, Unsat
MGT/MGT064+1.p, Unsat
NUM/NUM845+1.p, Unsat
NUM/NUM743+4.p, Unsat
CSR/CSR079+5.p, Unsat
SET/SET623+3.p, Unsat
GEO/GEO217+1.p, Unsat
SEU/SEU374+1.p, Unsat
NUM/NUM658+4.p, Unsat
SET/SET816+4.p, Unsat
SWW/SWW472+2.p, Unsat
SET/SET941+1.p, Unsat
SEU/SEU284+1.p, Unsat
SWW/SWW473+5.p, Unsat
SEU/SEU226+2.p, Unsat
AGT/AGT020+2.p, Unsat
CAT/CAT035+2.p, Unsat
LCL/LCL670+1.020.p, Unsat
GEO/GEO246+3.p, Unsat
GEO/GEO597+1.p, Unsat
LCL/LCL652+1.015.p, Unsat
KLE/KLE052+1.p, Unsat
CSR/CSR116+25.p, Unsat
RNG/RNG055+2.p, Unsat
LAT/LAT286+1.p, Unsat
SEU/SEU143+2.p, Unsat
RNG/RNG103+2.p, Unsat
SET/SET054+1.p, Unsat
GRP/GRP618+2.p, Unsat
SET/SET735+4.p, Unsat
MED/MED002+1.p, Unsat
CSR/CSR114+23.p, Unsat
SCT/SCT170+5.p, Unsat
LCL/LCL560+1.p, Unsat
GRP/GRP685+1.p, Unsat
KRS/KRS193+1.p, Unsat
SWC/SWC171+1.p, Unsat
GRA/GRA003+1.p, Unsat
CSR/CSR051+3.p, Unsat
SWC/SWC240+1.p, Unsat
LAT/LAT325+1.p, Unsat
SWV/SWV100+1.p, Unsat
CSR/CSR055+4.p, Unsat
REL/REL035+2.p, Unsat
GEO/GEO256+1.p, Unsat
CSR/CSR051+6.p, Unsat
GRP/GRP629+3.p, Unsat
SEU/SEU427+1.p, Unsat
GEO/GEO185+1.p, Unsat
SEU/SEU234+2.p, Unsat
SYN/SYN341+1.p, Unsat
CSR/CSR075+2.p, Unsat
SWC/SWC017+1.p, Unsat
SWW/SWW475+7.p, Unsat
KRS/KRS170+1.p, Unsat
ALG/ALG217+3.p, Unsat
MGT/MGT018+1.p, Unsat
LAT/LAT298+3.p, Unsat
TOP/TOP034+4.p, Unsat
MGT/MGT022+2.p, Unsat
NUM/NUM552+1.p, Unsat
ALG/ALG224+1.p, Unsat
GEO/GEO511+1.p, Unsat
KLE/KLE118+1.p, Unsat
SYN/SYN068+1.p, Unsat
NUM/NUM668+4.p, Unsat
SET/SET694+4.p, Unsat
PRO/PRO011+3.p, Unsat
GEO/GEO119+1.p, Unsat
SYN/SYN315+1.p, Unsat
SEU/SEU425+2.p, Unsat
LCL/LCL642+1.015.p, Unsat
NUM/NUM296+1.p, Unsat
SYN/SYN919+1.p, Unsat
GEO/GEO226+2.p, Unsat
SWB/SWB019+2.p, Unsat
LAT/LAT356+3.p, Unsat
ALG/ALG095+1.p, Unsat
SET/SET926+1.p, Unsat
LAT/LAT354+1.p, Unsat
LCL/LCL648+1.010.p, Unsat
SET/SET585+3.p, Unsat
ALG/ALG226+1.p, Unsat
CSR/CSR008+1.p, Unsat
NUM/NUM860+1.p, Unsat
RNG/RNG088+2.p, Unsat
RNG/RNG080+1.p, Unsat
ALG/ALG218+2.p, Unsat
SWV/SWV385+1.p, Unsat
LCL/LCL640+1.020.p, Unsat
SET/SET019+4.p, Unsat
SET/SET020+1.p, Unsat
SWW/SWW878+1.p, Unsat
TOP/TOP040+2.p, Unsat
CSR/CSR045+4.p, Unsat
SET/SET076+1.p, Unsat
NUM/NUM842+2.p, Unsat
TOP/TOP035+3.p, Unsat
COM/COM016+4.p, Unsat
LCL/LCL684+1.010.p, Unsat
CSR/CSR239+1.p, Unsat
LAT/LAT345+2.p, Unsat
SWW/SWW892+1.p, Unsat
ALG/ALG111+1.p, Unsat
RNG/RNG052+1.p, Unsat
SWC/SWC036+1.p, Unsat
LAT/LAT358+4.p, Unsat
SWC/SWC333+1.p, Unsat
TOP/TOP046+4.p, Unsat
SWV/SWV471+1.p, Unsat
SET/SET775+4.p, Unsat
CAT/CAT025+2.p, Unsat
GRA/GRA009+1.p, Unsat
LAT/LAT286+2.p, Unsat
NLP/NLP094+1.p, Unsat
GEO/GEO564+1.p, Unsat
CSR/CSR012+1.p, Unsat
GEO/GEO323+1.p, Unsat
NUN/NUN085+1.p, Unsat
SEU/SEU222+3.p, Unsat
GEO/GEO453+1.p, Unsat
CAT/CAT032+2.p, Unsat
SWC/SWC377+1.p, Unsat
SWC/SWC132+1.p, Unsat
GEO/GEO245+1.p, Unsat
NUM/NUM453+6.p, Unsat
LAT/LAT371+4.p, Unsat
KRS/KRS145+1.p, Unsat
CSR/CSR034+4.p, Unsat
LAT/LAT305+3.p, Unsat
KRS/KRS169+1.p, Unsat
NUM/NUM525+1.p, Unsat
ALG/ALG096+1.p, Unsat
GEO/GEO178+1.p, Unsat
GEO/GEO219+1.p, Unsat
ALG/ALG044+1.p, Unsat
LAT/LAT329+4.p, Unsat
SEU/SEU437+2.p, Unsat
SEU/SEU099+1.p, Unsat
KLE/KLE039+2.p, Unsat
SWB/SWB002+1.p, Unsat
GEO/GEO575+1.p, Unsat
SET/SET624+3.p, Unsat
SEU/SEU180+2.p, Unsat
SEU/SEU073+1.p, Unsat
CSR/CSR101+3.p, Unsat
SWC/SWC280+1.p, Unsat
NUM/NUM581+1.p, Unsat
SEU/SEU399+2.p, Unsat
NLP/NLP143+1.p, Unsat
CSR/CSR029+2.p, Unsat
NUM/NUM631+3.p, Unsat
SCT/SCT160+1.p, Unsat
ALG/ALG219+2.p, Unsat
SWV/SWV104+1.p, Unsat
NLP/NLP004+1.p, Unsat
SEU/SEU442+1.p, Unsat
KLE/KLE122+1.p, Unsat
ALG/ALG108+1.p, Unsat
CAT/CAT031+3.p, Unsat
GEO/GEO288+1.p, Unsat
SWW/SWW324+1.p, Unsat
CSR/CSR053+4.p, Unsat
ALG/ALG115+1.p, Unsat
LAT/LAT309+1.p, Unsat
KRS/KRS064+1.p, Unsat
ALG/ALG160+1.p, Unsat
SWW/SWW299+1.p, Unsat
SET/SET648+3.p, Unsat
SET/SET121+1.p, Unsat
SET/SET908+1.p, Unsat
CSR/CSR098+3.p, Unsat
CSR/CSR113+20.p, Unsat
SEU/SEU422+3.p, Unsat
SEU/SEU242+2.p, Unsat
SWW/SWW471+5.p, Unsat
SWW/SWW476+1.p, Unsat
SWB/SWB010+1.p, Unsat
SWC/SWC394+1.p, Unsat
NUM/NUM303+1.p, Unsat
SWC/SWC248+1.p, Unsat
RNG/RNG114+4.p, Unsat
SWW/SWW238+1.p, Unsat
SEU/SEU094+1.p, Unsat
LAT/LAT306+4.p, Unsat
GEO/GEO117+1.p, Unsat
REL/REL008+4.p, Unsat
SEU/SEU347+1.p, Unsat
NUM/NUM923+6.p, Unsat
GRP/GRP622+4.p, Unsat
GEO/GEO598+1.p, Unsat
SWV/SWV481+1.p, Unsat
GRP/GRP637+1.p, Unsat
GEO/GEO304+1.p, Unsat
LAT/LAT333+2.p, Unsat
SET/SET888+1.p, Unsat
REL/REL013+1.p, Unsat
SWC/SWC055+1.p, Unsat
LCL/LCL648+1.015.p, Unsat
CSR/CSR036+5.p, Unsat
SEU/SEU369+2.p, Unsat
NUM/NUM540+1.p, Unsat
RNG/RNG082+1.p, Unsat
ITP/ITP015+5.p, Unsat
SYN/SYN502+1.p, Unsat
CSR/CSR098+4.p, Unsat
SCT/SCT108+1.p, Unsat
GEO/GEO314+1.p, Unsat
CSR/CSR234+1.p, Unsat
CSR/CSR116+10.p, Unsat
CSR/CSR157+1.p, Unsat
SEU/SEU388+1.p, Unsat
SCT/SCT122+1.p, Unsat
HWV/HWV106+1.p, Unsat
LAT/LAT334+2.p, Unsat
LCL/LCL650+1.005.p, Unsat
COM/COM003+1.p, Unsat
SEU/SEU003+1.p, Unsat
NUM/NUM542+2.p, Unsat
GEO/GEO205+1.p, Unsat
SWV/SWV374+1.p, Unsat
SYN/SYN070+1.p, Unsat
SWW/SWW478+6.p, Unsat
MSC/MSC024+1.p, Unsat
ALG/ALG145+1.p, Unsat
NUM/NUM463+2.p, Unsat
ITP/ITP005+5.p, Unsat
CSR/CSR097+3.p, Unsat
SWW/SWW327+1.p, Unsat
ALG/ALG214+2.p, Unsat
REL/REL041+2.p, Unsat
HWV/HWV064+1.p, Unsat
SWV/SWV411+1.p, Unsat
SET/SET767+4.p, Unsat
CSR/CSR079+6.p, Unsat
GRP/GRP631+4.p, Unsat
CSR/CSR118+1.p, Unsat
SWC/SWC042+1.p, Unsat
SWC/SWC364+1.p, Unsat
GEO/GEO489+1.p, Unsat
CSR/CSR114+16.p, Unsat
LAT/LAT362+3.p, Unsat
SEU/SEU270+2.p, Unsat
NUM/NUM474+1.p, Unsat
CSR/CSR103+7.p, Unsat
GRP/GRP621+3.p, Unsat
NUM/NUM924+4.p, Unsat
CSR/CSR029+3.p, Unsat
CSR/CSR080+1.p, Unsat
SET/SET746+4.p, Unsat
SEU/SEU428+1.p, Unsat
KLE/KLE028+4.p, Unsat
SEU/SEU146+1.p, Unsat
GEO/GEO261+3.p, Unsat
SWC/SWC202+1.p, Unsat
NUM/NUM565+3.p, Unsat
SWC/SWC026+1.p, Unsat
SEU/SEU415+2.p, Unsat
NUM/NUM320+1.p, Unsat
RNG/RNG118+1.p, Unsat
SWW/SWW368+1.p, Unsat
CSR/CSR084+3.p, Unsat
NUM/NUM781+4.p, Unsat
TOP/TOP035+2.p, Unsat
SCT/SCT151+1.p, Unsat
ALG/ALG234+3.p, Unsat
GEO/GEO574+1.p, Unsat
GRA/GRA011+1.p, Unsat
RNG/RNG104+1.p, Unsat
NUM/NUM851+2.p, Unsat
SEU/SEU235+1.p, Unsat
SET/SET899+1.p, Unsat
SET/SET010+3.p, Unsat
KLE/KLE020+1.p, Unsat
SET/SET877+1.p, Unsat
NUM/NUM428+1.p, Unsat
CSR/CSR030+1.p, Unsat
NUM/NUM559+3.p, Unsat
PHI/PHI022+1.p, Unsat
SEU/SEU219+1.p, Unsat
NUM/NUM426+3.p, Unsat
REL/REL037+2.p, Unsat
SWC/SWC323+1.p, Unsat
SEU/SEU442+3.p, Unsat
SET/SET911+1.p, Unsat
GRA/GRA006+1.p, Unsat
SWC/SWC393+1.p, Unsat
NUM/NUM576+3.p, Unsat
SET/SET691+4.p, Unsat
GEO/GEO649+1.p, Unsat
SYN/SYN401+1.p, Unsat
SEU/SEU225+1.p, Unsat
CSR/CSR115+82.p, Unsat
COM/COM015+1.p, Unsat
SEU/SEU177+2.p, Unsat
SWB/SWB018+2.p, Unsat
SWC/SWC182+1.p, Unsat
ALG/ALG215+2.p, Unsat
SWC/SWC014+1.p, Unsat
GEO/GEO612+1.p, Unsat
TOP/TOP030+3.p, Unsat
NUM/NUM638+4.p, Unsat
SEU/SEU303+3.p, Unsat
GRP/GRP630+2.p, Unsat
GEO/GEO222+2.p, Unsat
SWC/SWC065+1.p, Unsat
LAT/LAT343+3.p, Unsat
SEU/SEU072+1.p, Unsat
CSR/CSR116+11.p, Unsat
SET/SET721+4.p, Unsat
CSR/CSR025+6.p, Unsat
NUN/NUN055+1.p, Unsat
LAT/LAT365+3.p, Unsat
SEU/SEU204+1.p, Unsat
SEU/SEU438+3.p, Unsat
SET/SET918+1.p, Unsat
TOP/TOP025+2.p, Unsat
SCT/SCT170+3.p, Unsat
LCL/LCL666+1.020.p, Unsat
CSR/CSR027+5.p, Unsat
CSR/CSR115+40.p, Unsat
NUM/NUM925+7.p, Unsat
ALG/ALG025+1.p, Unsat
CSR/CSR071+6.p, Unsat
SWW/SWW203+1.p, Unsat
SYN/SYN961+1.p, Unsat
SEU/SEU164+2.p, Unsat
NUM/NUM326+1.p, Unsat
CSR/CSR100+6.p, Unsat
ALG/ALG014+1.p, Unsat
SWC/SWC263+1.p, Unsat
TOP/TOP036+2.p, Unsat
SCT/SCT155+1.p, Unsat
LAT/LAT303+3.p, Unsat
ALG/ALG100+1.p, Unsat
ALG/ALG086+1.p, Unsat
ALG/ALG227+3.p, Unsat
CSR/CSR099+5.p, Unsat
CSR/CSR115+89.p, Unsat
GEO/GEO539+1.p, Unsat
AGT/AGT015+1.p, Unsat
SWC/SWC187+1.p, Unsat
LCL/LCL662+1.001.p, Unsat
SEU/SEU333+1.p, Unsat
SEU/SEU246+2.p, Unsat
CSR/CSR208+1.p, Unsat
LAT/LAT365+1.p, Unsat
SEU/SEU353+1.p, Unsat
CAT/CAT025+3.p, Unsat
SYN/SYN473+1.p, Unsat
KLE/KLE111+1.p, Unsat
GRP/GRP631+1.p, Unsat
SEU/SEU283+1.p, Unsat
NUM/NUM547+3.p, Unsat
LAT/LAT332+1.p, Unsat
SCT/SCT118+1.p, Unsat
SWW/SWW873+1.p, Unsat
GEO/GEO199+2.p, Unsat
SWW/SWW279+1.p, Unsat
SWV/SWV083+1.p, Unsat
SYN/SYN986+1.003.p, Unsat
LAT/LAT301+2.p, Unsat
ITP/ITP011+1.p, Unsat
SWV/SWV164+1.p, Unsat
ALG/ALG059+1.p, Unsat
SET/SET703+4.p, Unsat
SWV/SWV061+1.p, Unsat
SEU/SEU441+3.p, Unsat
SEU/SEU148+1.p, Unsat
SET/SET611+3.p, Unsat
SEU/SEU223+1.p, Unsat
SEU/SEU062+1.p, Unsat
SWW/SWW967+1.p, Unsat
LCL/LCL506+1.p, Unsat
LAT/LAT289+2.p, Unsat
GEO/GEO473+1.p, Unsat
SYN/SYN973+1.p, Unsat
SET/SET043+1.p, Unsat
LCL/LCL678+1.020.p, Unsat
NUM/NUM529+3.p, Unsat
SWV/SWV111+1.p, Unsat
MED/MED006+1.p, Unsat
LCL/LCL535+1.p, Unsat
LAT/LAT387+4.p, Unsat
NUM/NUM323+1.p, Unsat
NUM/NUM376+1.020.p, Unsat
NUM/NUM436+3.p, Unsat
LCL/LCL528+1.p, Unsat
SEU/SEU420+3.p, Unsat
LAT/LAT350+3.p, Unsat
SYN/SYN048+1.p, Unsat
SWB/SWB024+2.p, Unsat
GEO/GEO202+3.p, Unsat
CSR/CSR042+5.p, Unsat
SEU/SEU252+1.p, Unsat
TOP/TOP027+1.p, Unsat
NUM/NUM721+4.p, Unsat
GEO/GEO181+3.p, Unsat
NUM/NUM622+1.p, Unsat
CSR/CSR060+1.p, Unsat
GEO/GEO309+1.p, Unsat
SWV/SWV486+1.p, Unsat
GEO/GEO087+1.p, Unsat
SEU/SEU442+4.p, Unsat
SWV/SWV173+1.p, Unsat
MGT/MGT063+1.p, Unsat
ALG/ALG132+1.p, Unsat
SWB/SWB020+1.p, Unsat
CSR/CSR093+2.p, Unsat
SEU/SEU278+1.p, Unsat
SEU/SEU023+1.p, Unsat
SWW/SWW192+1.p, Unsat
ITP/ITP024+2.p, Unsat
NUM/NUM395+1.p, Unsat
GEO/GEO319+1.p, Unsat
SET/SET651+3.p, Unsat
ALG/ALG030+1.p, Unsat
LAT/LAT313+1.p, Unsat
SEU/SEU147+1.p, Unsat
CAT/CAT029+3.p, Unsat
SEU/SEU408+3.p, Unsat
NUM/NUM726+4.p, Unsat
SYN/SYN939+1.p, Unsat
SEU/SEU166+3.p, Unsat
CSR/CSR087+2.p, Unsat
LCL/LCL670+1.001.p, Unsat
SEU/SEU416+3.p, Unsat
LCL/LCL668+1.005.p, Unsat
SYN/SYN929+1.p, Unsat
SYN/SYN465+1.p, Unsat
GRP/GRP620+3.p, Unsat
ALG/ALG016+1.p, Unsat
LAT/LAT291+4.p, Unsat
NUN/NUN084+1.p, Unsat
LCL/LCL527+1.p, Unsat
SCT/SCT125+1.p, Unsat
SCT/SCT112+1.p, Unsat
NUM/NUM466+2.p, Unsat
CSR/CSR115+78.p, Unsat
CSR/CSR075+5.p, Unsat
SWW/SWW242+1.p, Unsat
REL/REL038+1.p, Unsat
GRP/GRP629+1.p, Unsat
REL/REL040+4.p, Unsat
LAT/LAT300+1.p, Unsat
GRP/GRP655+1.p, Unsat
LCL/LCL448+1.p, Unsat
SYO/SYO605+1.p, Unsat
CSR/CSR116+12.p, Unsat
SEU/SEU431+4.p, Unsat
SWW/SWW296+1.p, Unsat
SWC/SWC031+1.p, Unsat
LAT/LAT382+1.p, Unsat
PHI/PHI013+1.p, Unsat
NUM/NUM425+3.p, Unsat
SEU/SEU078+1.p, Unsat
SWW/SWW330+1.p, Unsat
SET/SET929+1.p, Unsat
TOP/TOP045+3.p, Unsat
NLP/NLP009+1.p, Unsat
PUZ/PUZ133+1.p, Unsat
SYN/SYN475+1.p, Unsat
LCL/LCL493+1.p, Unsat
SWV/SWV035+1.p, Unsat
NUM/NUM843+2.p, Unsat
NUM/NUM712+4.p, Unsat
GEO/GEO324+1.p, Unsat
MGT/MGT005+1.p, Unsat
LAT/LAT288+4.p, Unsat
NUM/NUM579+1.p, Unsat
NUM/NUM601+3.p, Unsat
GEO/GEO170+3.p, Unsat
CSR/CSR081+6.p, Unsat
SWC/SWC376+1.p, Unsat
SWV/SWV077+1.p, Unsat
SYN/SYN412+1.p, Unsat
SEU/SEU289+2.p, Unsat
GRP/GRP650+3.p, Unsat
NUM/NUM844+2.p, Unsat
PUZ/PUZ001+2.p, Unsat
SWC/SWC090+1.p, Unsat
SWV/SWV161+1.p, Unsat
MGT/MGT009+1.p, Unsat
NUM/NUM485+1.p, Unsat
NUM/NUM526+3.p, Unsat
SWV/SWV227+1.p, Unsat
CSR/CSR116+3.p, Unsat
CSR/CSR027+6.p, Unsat
GEO/GEO212+2.p, Unsat
COM/COM149+1.p, Unsat
SWB/SWB071+1.p, Unsat
SEU/SEU037+1.p, Unsat
CSR/CSR114+21.p, Unsat
MGT/MGT021+1.p, Unsat
SEU/SEU308+1.p, Unsat
GEO/GEO294+1.p, Unsat
SWC/SWC309+1.p, Unsat
SWV/SWV122+1.p, Unsat
GRP/GRP630+1.p, Unsat
SEU/SEU241+2.p, Unsat
LAT/LAT331+3.p, Unsat
SET/SET880+1.p, Unsat
LAT/LAT337+1.p, Unsat
GRA/GRA002+1.p, Unsat
CSR/CSR095+2.p, Unsat
SEU/SEU270+1.p, Unsat
CSR/CSR044+3.p, Unsat
SEU/SEU329+1.p, Unsat
COM/COM127+1.p, Unsat
CSR/CSR066+2.p, Unsat
MGT/MGT035+1.p, Unsat
ITP/ITP010+4.p, Unsat
CSR/CSR048+1.p, Unsat
SEU/SEU217+1.p, Unsat
SWW/SWW864+1.p, Unsat
ITP/ITP025+5.p, Unsat
LAT/LAT376+4.p, Unsat
SET/SET985+1.p, Unsat
SWW/SWW473+2.p, Unsat
SWV/SWV175+1.p, Unsat
SYN/SYN923+1.p, Unsat
CSR/CSR071+2.p, Unsat
LCL/LCL672+1.001.p, Unsat
CSR/CSR115+35.p, Unsat
SEU/SEU172+1.p, Unsat
CSR/CSR116+18.p, Unsat
SET/SET736+4.p, Unsat
NUM/NUM924+3.p, Unsat
SWC/SWC362+1.p, Unsat
SYN/SYN083+1.p, Unsat
LAT/LAT334+4.p, Unsat
CSR/CSR115+41.p, Unsat
NUM/NUM475+1.p, Unsat
GEO/GEO183+1.p, Unsat
SET/SET794+4.p, Unsat
SWB/SWB005+1.p, Unsat
SEU/SEU225+3.p, Unsat
CSR/CSR051+5.p, Unsat
KLE/KLE103+1.p, Unsat
ITP/ITP019+5.p, Unsat
SWW/SWW178+1.p, Unsat
SYN/SYN447+1.p, Unsat
SEU/SEU368+2.p, Unsat
CSR/CSR079+7.p, Unsat
GEO/GEO189+2.p, Unsat
SYN/SYN936+1.p, Unsat
CSR/CSR054+3.p, Unsat
NUM/NUM645+4.p, Unsat
MGT/MGT056+1.p, Unsat
SWW/SWW951+1.p, Unsat
SWW/SWW955+1.p, Unsat
KLE/KLE151+1.p, Unsat
SWC/SWC077+1.p, Unsat
SCT/SCT161+1.p, Unsat
PRO/PRO005+1.p, Unsat
NUM/NUM849+2.p, Unsat
NUM/NUM531+1.p, Unsat
CSR/CSR059+1.p, Unsat
SCT/SCT133+1.p, Unsat
SET/SET577+3.p, Unsat
NUM/NUM340+1.p, Unsat
SEU/SEU416+2.p, Unsat
SET/SET876+1.p, Unsat
SET/SET942+1.p, Unsat
SWV/SWV365+1.p, Unsat
TOP/TOP031+1.p, Unsat
LCL/LCL513+1.p, Unsat
SWW/SWW275+1.p, Unsat
SYN/SYN945+1.p, Unsat
RNG/RNG098+1.p, Unsat
COM/COM016+1.p, Unsat
SYN/SYN369+1.p, Unsat
CSR/CSR047+4.p, Unsat
NUM/NUM836+2.p, Unsat
REL/REL009+1.p, Unsat
AGT/AGT011+2.p, Unsat
SWW/SWW470+5.p, Unsat
SET/SET806+4.p, Unsat
SEU/SEU223+2.p, Unsat
SET/SET889+1.p, Unsat
CSR/CSR059+4.p, Unsat
CSR/CSR052+4.p, Unsat
SEU/SEU448+1.p, Unsat
COM/COM147+1.p, Unsat
SEU/SEU414+3.p, Unsat
NUM/NUM839+1.p, Unsat
SWW/SWW254+1.p, Unsat
SWC/SWC175+1.p, Unsat
LAT/LAT359+1.p, Unsat
NUM/NUM375+1.030.p, Unsat
MGT/MGT023+1.p, Unsat
GEO/GEO634+1.p, Unsat
SET/SET991+1.p, Unsat
ITP/ITP002+1.p, Unsat
MGT/MGT035+2.p, Unsat
SWC/SWC296+1.p, Unsat
HWV/HWV051+1.p, Unsat
CSR/CSR038+6.p, Unsat
RNG/RNG094+2.p, Unsat
SWV/SWV167+1.p, Unsat
SEU/SEU379+1.p, Unsat
CSR/CSR068+3.p, Unsat
GRP/GRP618+4.p, Unsat
HWV/HWV069+1.p, Unsat
SYN/SYN361+1.p, Unsat
KRS/KRS122+1.p, Unsat
CSR/CSR037+2.p, Unsat
SWV/SWV073+1.p, Unsat
NUM/NUM539+1.p, Unsat
SWV/SWV383+1.p, Unsat
NUM/NUM568+3.p, Unsat
SET/SET665+3.p, Unsat
HWV/HWV134+1.p, Unsat
NLP/NLP080+1.p, Unsat
ALG/ALG088+1.p, Unsat
CSR/CSR253+1.p, Unsat
ITP/ITP025+1.p, Unsat
ALG/ALG228+1.p, Unsat
CSR/CSR116+16.p, Unsat
RNG/RNG048+1.p, Unsat
RNG/RNG096+1.p, Unsat
SWV/SWV184+1.p, Unsat
SCT/SCT158+1.p, Unsat
GEO/GEO621+1.p, Unsat
CSR/CSR242+1.p, Unsat
CSR/CSR102+5.p, Unsat
GEO/GEO207+1.p, Unsat
KLE/KLE069+1.p, Unsat
ALG/ALG212+1.p, Unsat
SWW/SWW317+1.p, Unsat
TOP/TOP037+3.p, Unsat
GEO/GEO080+1.p, Unsat
CSR/CSR113+29.p, Unsat
SYN/SYN053+1.p, Unsat
GEO/GEO582+1.p, Unsat
RNG/RNG118+4.p, Unsat
SET/SET979+1.p, Unsat
SET/SET583+3.p, Unsat
SEU/SEU369+1.p, Unsat
SWW/SWW895+1.p, Unsat
ALG/ALG195+1.p, Unsat
GRP/GRP653+4.p, Unsat
GEO/GEO485+1.p, Unsat
SET/SET090+1.p, Unsat
NUM/NUM539+2.p, Unsat
KLE/KLE144+2.p, Unsat
MGT/MGT061+1.p, Unsat
NUN/NUN054+1.p, Unsat
SWW/SWW948+1.p, Unsat
LCL/LCL672+1.005.p, Unsat
SWC/SWC261+1.p, Unsat
NUM/NUM514+3.p, Unsat
TOP/TOP039+3.p, Unsat
SWW/SWW881+1.p, Unsat
GEO/GEO626+1.p, Unsat
GRP/GRP637+2.p, Unsat
CAT/CAT031+2.p, Unsat
LAT/LAT294+2.p, Unsat
SWC/SWC301+1.p, Unsat
GEO/GEO184+3.p, Unsat
SET/SET875+1.p, Unsat
SWV/SWV487+1.p, Unsat
GRP/GRP647+2.p, Unsat
SWV/SWV491+3.p, Unsat
SEU/SEU341+1.p, Unsat
KLE/KLE021+2.p, Unsat
SWW/SWW379+1.p, Unsat
SYN/SYN084+1.p, Unsat
SWC/SWC158+1.p, Unsat
SET/SET612+3.p, Unsat
NUM/NUM523+1.p, Unsat
CSR/CSR099+4.p, Unsat
SEV/SEV521+1.p, Unsat
SWC/SWC096+1.p, Unsat
SWC/SWC049+1.p, Unsat
SEU/SEU328+1.p, Unsat
SEU/SEU182+2.p, Unsat
GRP/GRP780+1.p, Unsat
ALG/ALG058+1.p, Unsat
KLE/KLE077+1.p, Unsat
CSR/CSR035+2.p, Unsat
GEO/GEO478+1.p, Unsat
GEO/GEO250+3.p, Unsat
SWC/SWC161+1.p, Unsat
SWV/SWV154+1.p, Unsat
SYN/SYN352+1.p, Unsat
KRS/KRS284+1.p, Unsat
GEO/GEO562+1.p, Unsat
KRS/KRS251+1.p, Unsat
RNG/RNG073+1.p, Unsat
SEU/SEU280+1.p, Unsat
SWC/SWC200+1.p, Unsat
SWV/SWV403+1.p, Unsat
NUM/NUM689+4.p, Unsat
CSR/CSR115+69.p, Unsat
SWV/SWV113+1.p, Unsat
SEU/SEU359+1.p, Unsat
KLE/KLE101+1.p, Unsat
LCL/LCL680+1.001.p, Unsat
CSR/CSR049+1.p, Unsat
CSR/CSR005+2.p, Unsat
NUM/NUM530+3.p, Unsat
KRS/KRS233+1.p, Unsat
SYN/SYN058+1.p, Unsat
SWC/SWC156+1.p, Unsat
LAT/LAT283+2.p, Unsat
SET/SET104+1.p, Unsat
GEO/GEO205+3.p, Unsat
NUM/NUM547+1.p, Unsat
CSR/CSR114+6.p, Unsat
CSR/CSR067+2.p, Unsat
NUM/NUM738+4.p, Unsat
SEU/SEU406+2.p, Unsat
LAT/LAT299+3.p, Unsat
NUM/NUM753+4.p, Unsat
SEU/SEU320+2.p, Unsat
RNG/RNG052+2.p, Unsat
GEO/GEO220+2.p, Unsat
SYN/SYN451+1.p, Unsat
SWB/SWB021+2.p, Unsat
SWC/SWC198+1.p, Unsat
SWB/SWB094+1.p, Unsat
LCL/LCL676+1.001.p, Unsat
SWC/SWC108+1.p, Unsat
ITP/ITP004+1.p, Unsat
SYN/SYN940+1.p, Unsat
CSR/CSR115+10.p, Unsat
RNG/RNG060+1.p, Unsat
KLE/KLE025+1.p, Unsat
SYN/SYN512+1.p, Unsat
SWC/SWC188+1.p, Unsat
SWW/SWW243+1.p, Unsat
NUM/NUM550+1.p, Unsat
KLE/KLE023+1.p, Unsat
CSR/CSR089+5.p, Unsat
SWW/SWW331+1.p, Unsat
SEU/SEU197+2.p, Unsat
SWW/SWW947+1.p, Unsat
NUM/NUM551+1.p, Unsat
NUM/NUM849+1.p, Unsat
SWC/SWC231+1.p, Unsat
CSR/CSR035+4.p, Unsat
ALG/ALG176+1.p, Unsat
KLE/KLE148+2.p, Unsat
GEO/GEO225+2.p, Unsat
ITP/ITP022+4.p, Unsat
NLP/NLP258+1.p, Unsat
SWC/SWC013+1.p, Unsat
RNG/RNG124+1.p, Unsat
SET/SET774+4.p, Unsat
CSR/CSR116+22.p, Unsat
ALG/ALG037+1.p, Unsat
